{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015643604527114413, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0002976724338315, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02849587584242328, 'shap_norm_sq': 3.6, 'weighted_error': 1.0016157206454526, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04087574961194964, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0008757496119494, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06362675456135958, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.000500779805049, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11524865522987301, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.000759957083038, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.27223484276976334, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0013896776731102, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 24, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01565530775105667, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0004849240169076, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02059720111330616, 'shap_norm_sq': 4.9, 'weighted_error': 1.001029206061334, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.028323033359575568, 'shap_norm_sq': 3.6, 'weighted_error': 1.0012268250590455, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04266718075428987, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.00266718075429, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06428879773319637, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0007950212147543, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11248709492186944, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0002527317203431, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.2608173838056321, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.000676086487852, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015695056698166957, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0011209071706708, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020906788790163576, 'shap_norm_sq': 4.9, 'weighted_error': 1.0027147389686688, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.028179598496730844, 'shap_norm_sq': 3.6, 'weighted_error': 1.0009040966176446, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04018501539010666, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0001850153901068, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06515122372138031, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.001178321653947, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11523583327635092, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0007576020303501, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.2578076124244098, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0004879757765255, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01568115846633926, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0008985354614282, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020645549165902253, 'shap_norm_sq': 4.9, 'weighted_error': 1.00129243434769, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02877728804037506, 'shap_norm_sq': 3.6, 'weighted_error': 1.0022488980908442, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04097456362035777, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0009745636203575, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06453354396151141, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.000903797316227, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.1162124816454204, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.000936986424669, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.2562677922609616, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0003917370163102, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015683550022525996, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0009368003604164, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020482590480036655, 'shap_norm_sq': 4.9, 'weighted_error': 1.0004052148357554, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.028229484807859046, 'shap_norm_sq': 3.6, 'weighted_error': 1.0010163408176829, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04122361464531767, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0012236146453175, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06441751433406276, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0008522285929173, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 48, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11536514829197202, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0007813537679133, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.2641598335334962, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0008849895958434, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015696573362790824, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0011451738046522, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020563073360281275, 'shap_norm_sq': 4.9, 'weighted_error': 1.000843399405976, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.028112797653866782, 'shap_norm_sq': 3.6, 'weighted_error': 1.0007537947212004, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.040481025509069596, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0004810255090695, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06400611416922063, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0006693840752094, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11913032346965279, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0014729165556506, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.2635149308071621, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0008446831754476, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.01567421475392008, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0007874360627205, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020490275093265228, 'shap_norm_sq': 4.9, 'weighted_error': 1.0004470532855554, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.0279156776684036, 'shap_norm_sq': 3.6, 'weighted_error': 1.000310274753908, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04120064610867134, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.001200646108671, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06380202009128903, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0005786755961286, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11635463810584397, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.000963096794951, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.2592326884980582, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0005770430311285, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015713484733662006, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0014157557385928, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020566871254058008, 'shap_norm_sq': 4.9, 'weighted_error': 1.0008640768276496, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.028299312450680805, 'shap_norm_sq': 3.6, 'weighted_error': 1.0011734530140317, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.042210533562111886, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0022105335621119, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06391037790520043, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0006268346245335, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11490812228875784, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0006974102163024, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.27522441062496167, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0015765256640599, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015655877322443067, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0004940371590896, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02055880585851829, 'shap_norm_sq': 4.9, 'weighted_error': 1.0008201652297113, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02826807125109939, 'shap_norm_sq': 3.6, 'weighted_error': 1.0011031603149736, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.0409921811738268, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0009921811738267, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.0670568357769576, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0020252603453146, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11326202512257214, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0003950658388399, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': 44, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.2657674387902551, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.000985464924391, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015653195532659, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0004511285225437, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020565233427392998, 'shap_norm_sq': 4.9, 'weighted_error': 1.0008551597713626, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': 32, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.027931773128722075, 'shap_norm_sq': 3.6, 'weighted_error': 1.0003464895396246, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.0407427610616348, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0007427610616346, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06435497204778122, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0008244320212363, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.12111315471661312, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0018371100499897, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.25919560976897854, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.000574725610561, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015680897732117956, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0008943637138872, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02050264016558994, 'shap_norm_sq': 4.9, 'weighted_error': 1.000514374234879, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.027970652568264878, 'shap_norm_sq': 3.6, 'weighted_error': 1.0004339682785959, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 30, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04065148842200092, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0006514884220008, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06506776965644182, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0011412309584184, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11747491290400572, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.001168861553797, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.263434667413423, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.000839666713339, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015641250180156125, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0002600028824986, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020489041729600338, 'shap_norm_sq': 4.9, 'weighted_error': 1.0004403383056022, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.028411168409873167, 'shap_norm_sq': 3.6, 'weighted_error': 1.0014251289222147, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.041134356597599155, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0011343565975992, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06542342772289932, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0012993012101776, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.12281829852913209, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0021502997298406, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.2630319750570503, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0008144984410656, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015671131371850933, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0007381019496144, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02052528622743896, 'shap_norm_sq': 4.9, 'weighted_error': 1.0006376694605015, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02797437809647012, 'shap_norm_sq': 3.6, 'weighted_error': 1.000442350717058, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04142903360694067, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0014290336069407, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.0641658056818591, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0007403580808263, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11852959837877111, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.00136257929406, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.26024280809924044, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0006401755062024, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.0156586369718437, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.000538191549499, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.0204580083868474, 'shap_norm_sq': 4.9, 'weighted_error': 1.0002713789950581, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02795003317704591, 'shap_norm_sq': 3.6, 'weighted_error': 1.0003875746483533, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 30, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04078814020396948, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0007881402039698, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06324931186731816, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0003330274965858, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11296665530218825, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0003408142391772, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.261649450333408, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.000728090645838, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 50, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015680214054302838, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0008834248688459, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.02055240247309917, 'shap_norm_sq': 4.9, 'weighted_error': 1.0007853023535405, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02808140290451905, 'shap_norm_sq': 3.6, 'weighted_error': 1.0006831565351682, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04039880591241954, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0003988059124194, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06605427078103847, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0015796759026836, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11773208971750727, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.001216098111379, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.26345762067812956, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.000841101292383, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015716405678153363, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0014624908504541, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020556628922063693, 'shap_norm_sq': 4.9, 'weighted_error': 1.0008083130201249, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.02827404672311687, 'shap_norm_sq': 3.6, 'weighted_error': 1.001116605127013, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04043641725977919, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.000436417259779, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06376858225123277, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.000563814333881, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11305162258481743, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0003564204747624, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.25947921916503064, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0005924511978144, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015641201869820584, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.0002592299171296, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.0207291810023823, 'shap_norm_sq': 4.9, 'weighted_error': 1.001747763235193, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.028204890793358164, 'shap_norm_sq': 3.6, 'weighted_error': 1.000961004285056, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.04053254230931467, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0005325423093148, 'gamma': 1.0000000000000007}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 10, 'alpha': 0.6, 'shap_error': 0.06320056262902682, 'shap_norm_sq': 1.5999999999999974, 'weighted_error': 1.0003113611684564, 'gamma': 2.2500000000000018}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 10, 'alpha': 0.7, 'shap_error': 0.11513539816083726, 'shap_norm_sq': 0.8999999999999986, 'weighted_error': 1.0007391547642355, 'gamma': 5.444444444444452}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 10, 'alpha': 0.8, 'shap_error': 0.2680204140898035, 'shap_norm_sq': 0.39999999999999775, 'weighted_error': 1.0011262758806125, 'gamma': 16.00000000000009}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 10, 'alpha': 0.2, 'shap_error': 0.015657029228394223, 'shap_norm_sq': 6.399999999999997, 'weighted_error': 1.000512467654307, 'gamma': 0.06250000000000001}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 10, 'alpha': 0.3, 'shap_error': 0.020596026978191306, 'shap_norm_sq': 4.9, 'weighted_error': 1.0010228135479309, 'gamma': 0.18367346938775497}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 10, 'alpha': 0.4, 'shap_error': 0.028149387242666916, 'shap_norm_sq': 3.6, 'weighted_error': 1.0008361212960006, 'gamma': 0.4444444444444443}
{'sample_size': 500, 'difference': 32, 'noise': 0, 'n': 10, 'alpha': 0.5, 'shap_error': 0.041898263047630856, 'shap_norm_sq': 2.499999999999998, 'weighted_error': 1.0018982630476307, 'gamma': 1.0000000000000007}
